"Species","B1","B2","B3","B4","B5","B6"
17,0.157776859,0.00200912252,-0.187563245,0.00632648558,1.5,0.00604132385
19,0.225466084,0.00216969983,-0.266475206,0.00612895037,1.5,0.00743111599
93,0.225466084,0.00216969983,-0.266475206,0.00612895037,1.5,0.00743111599
108,0.160888987,0.00203250045,-0.213005397,0.00491211378,1.5,0.00606061971
202,0.341133398,0.00191796994,-0.187630869,0.00671872085,1.5,0.00536451038
746,0.0327,0.00231123522,-0.236432433,0.0058020849,1.5,0.00608042504
