"CF_VOL_EQ","Coeff.Table","Source"
"CU000067","1","???"
"CU064003","2","Chojnacky, 1988"
"CU064006","RMRS_3","Chojnacky, 1994"
"CU106005","RMRS_3","Chojnacky, 1994"
"CU800002","2","Chojnacky, 1988"
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
