"Species","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12"
122,0.0483082948,0.00204968419,-0.133967845,0.00650174839,1.5,0.00490223789,0.237204154,0.00221122919,0.0185465259,0.000788175798,1,0.00505513624
