"Species","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10"
64,3.48,1.18052,0.32736,-0.1,-2.948,0.005454154,0.30708901,0.00086157622,0.0037255243,-4.5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
