"Species","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11"
"All",0.001106485,1.8140497,1.2744923,0.912733,1.033,1.382937,-4.015292,0.005454,0.087266,-0.174533,0.005454154
