"Species","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14"
"All",-3.21809,0.04948,-0.15664,2.02132,1.63408,-0.16185,0.912733,1.033,1.382937,-4.015292,0.005454,0.087266,-0.174533,0.005454154
